verb,mode,tense,person,term
marquer,Indicatif,Présent,3p,marquent
marquer,Indicatif,Imparfait,1s,marquais
marquer,Indicatif,Imparfait,2s,marquais
marquer,Indicatif,Imparfait,3s,marquait
marquer,Indicatif,Imparfait,1p,marquions
marquer,Indicatif,Imparfait,2p,marquiez
marquer,Indicatif,Imparfait,3p,marquaient
marquer,Indicatif,Futur,1s,marquerai
marquer,Indicatif,Futur,2s,marqueras
marquer,Indicatif,Futur,3s,marquera
marquer,Indicatif,Futur,1p,marquerons
marquer,Indicatif,Futur,2p,marquerez
marquer,Indicatif,Futur,3p,marqueront
marquer,Indicatif,Passé Simple,1s,marquai
marquer,Indicatif,Passé Simple,2s,marquas
marquer,Indicatif,Passé Simple,3s,marqua
marquer,Indicatif,Passé Simple,1p,marquâmes
marquer,Indicatif,Passé Simple,2p,marquâtes
marquer,Indicatif,Passé Simple,3p,marquèrent
marquer,Conditionnel,Présent,1s,marquerais
marquer,Conditionnel,Présent,2s,marquerais
marquer,Conditionnel,Présent,3s,marquerait
marquer,Conditionnel,Présent,1p,marquerions
marquer,Conditionnel,Présent,2p,marqueriez
marquer,Conditionnel,Présent,3p,marqueraient
marquer,Subjonctif,Présent,1s,marque
marquer,Subjonctif,Présent,2s,marques
marquer,Subjonctif,Présent,3s,marque
marquer,Subjonctif,Présent,1p,marquions
marquer,Subjonctif,Présent,2p,marquiez
marquer,Subjonctif,Présent,3p,marquent
marquer,Subjonctif,Imparfait,1s,marquasse
marquer,Subjonctif,Imparfait,2s,marquasses
marquer,Subjonctif,Imparfait,3s,marquât
marquer,Subjonctif,Imparfait,1p,marquassions
marquer,Subjonctif,Imparfait,2p,marquassiez
marquer,Subjonctif,Imparfait,3p,marquassent
marquer,Imperatif,Imperatif Présent,2s,marque
marquer,Imperatif,Imperatif Présent,1p,marquons
marquer,Imperatif,Imperatif Présent,2p,marquez
marquer,Participe,Participe Présent,,marquant
marquer,Participe,Participe Passé,ms,marqué
marquer,Participe,Participe Passé,mp,marqués
marquer,Participe,Participe Passé,fs,marquée
marquer,Participe,Participe Passé,fp,marquées
répéter,Infinitif,Infinitif Présent,,répéter
répéter,Indicatif,Présent,1s,répète
répéter,Indicatif,Présent,2s,répètes
répéter,Indicatif,Présent,3s,répète
répéter,Indicatif,Présent,1p,répétons
répéter,Indicatif,Présent,2p,répétez
répéter,Indicatif,Présent,3p,répètent
répéter,Indicatif,Imparfait,1s,répétais
répéter,Indicatif,Imparfait,2s,répétais
répéter,Indicatif,Imparfait,3s,répétait
répéter,Indicatif,Imparfait,1p,répétions
répéter,Indicatif,Imparfait,2p,répétiez
répéter,Indicatif,Imparfait,3p,répétaient
répéter,Indicatif,Futur,1s,répéterai
répéter,Indicatif,Futur,2s,répéteras
répéter,Indicatif,Futur,3s,répétera
répéter,Indicatif,Futur,1p,répéterons
répéter,Indicatif,Futur,2p,répéterez
répéter,Indicatif,Futur,3p,répéteront
répéter,Indicatif,Passé Simple,1s,répétai
répéter,Indicatif,Passé Simple,2s,répétas
répéter,Indicatif,Passé Simple,3s,répéta
répéter,Indicatif,Passé Simple,1p,répétâmes
répéter,Indicatif,Passé Simple,2p,répétâtes
répéter,Indicatif,Passé Simple,3p,répétèrent
répéter,Conditionnel,Présent,1s,répéterais
répéter,Conditionnel,Présent,2s,répéterais
répéter,Conditionnel,Présent,3s,répéterait
répéter,Conditionnel,Présent,1p,répéterions
répéter,Conditionnel,Présent,2p,répéteriez
répéter,Conditionnel,Présent,3p,répéteraient
répéter,Subjonctif,Présent,1s,répète
répéter,Subjonctif,Présent,2s,répètes
répéter,Subjonctif,Présent,3s,répète
répéter,Subjonctif,Présent,1p,répétions
répéter,Subjonctif,Présent,2p,répétiez
répéter,Subjonctif,Présent,3p,répètent
répéter,Subjonctif,Imparfait,1s,répétasse
répéter,Subjonctif,Imparfait,2s,répétasses
répéter,Subjonctif,Imparfait,3s,répétât
répéter,Subjonctif,Imparfait,1p,répétassions
répéter,Subjonctif,Imparfait,2p,répétassiez
répéter,Subjonctif,Imparfait,3p,répétassent
répéter,Imperatif,Imperatif Présent,2s,répète
répéter,Imperatif,Imperatif Présent,1p,répétons
répéter,Imperatif,Imperatif Présent,2p,répétez
répéter,Participe,Participe Présent,,répétant
répéter,Participe,Participe Passé,ms,répété
répéter,Participe,Participe Passé,mp,répétés
répéter,Participe,Participe Passé,fs,répétée
répéter,Participe,Participe Passé,fp,répétées
remercier,Infinitif,Infinitif Présent,,remercier
remercier,Indicatif,Présent,1s,remercie
remercier,Indicatif,Présent,2s,remercies
remercier,Indicatif,Présent,3s,remercie
remercier,Indicatif,Présent,1p,remercions
remercier,Indicatif,Présent,2p,remerciez
remercier,Indicatif,Présent,3p,remercient
remercier,Indicatif,Imparfait,1s,remerciais
remercier,Indicatif,Imparfait,2s,remerciais
remercier,Indicatif,Imparfait,3s,remerciait
remercier,Indicatif,Imparfait,1p,remerciions
remercier,Indicatif,Imparfait,2p,remerciiez
remercier,Indicatif,Imparfait,3p,remerciaient
remercier,Indicatif,Futur,1s,remercierai
remercier,Indicatif,Futur,2s,remercieras
remercier,Indicatif,Futur,3s,remerciera
remercier,Indicatif,Futur,1p,remercierons
remercier,Indicatif,Futur,2p,remercierez
remercier,Indicatif,Futur,3p,remercieront
remercier,Indicatif,Passé Simple,1s,remerciai
remercier,Indicatif,Passé Simple,2s,remercias
remercier,Indicatif,Passé Simple,3s,remercia
remercier,Indicatif,Passé Simple,1p,remerciâmes
remercier,Indicatif,Passé Simple,2p,remerciâtes
remercier,Indicatif,Passé Simple,3p,remercièrent
remercier,Conditionnel,Présent,1s,remercierais
remercier,Conditionnel,Présent,2s,remercierais
remercier,Conditionnel,Présent,3s,remercierait
remercier,Conditionnel,Présent,1p,remercierions
remercier,Conditionnel,Présent,2p,remercieriez
remercier,Conditionnel,Présent,3p,remercieraient
remercier,Subjonctif,Présent,1s,remercie
remercier,Subjonctif,Présent,2s,remercies
remercier,Subjonctif,Présent,3s,remercie
remercier,Subjonctif,Présent,1p,remerciions
remercier,Subjonctif,Présent,2p,remerciiez
remercier,Subjonctif,Présent,3p,remercient
remercier,Subjonctif,Imparfait,1s,remerciasse
remercier,Subjonctif,Imparfait,2s,remerciasses
remercier,Subjonctif,Imparfait,3s,remerciât
remercier,Subjonctif,Imparfait,1p,remerciassions
remercier,Subjonctif,Imparfait,2p,remerciassiez
remercier,Subjonctif,Imparfait,3p,remerciassent
remercier,Imperatif,Imperatif Présent,2s,remercie
remercier,Imperatif,Imperatif Présent,1p,remercions
remercier,Imperatif,Imperatif Présent,2p,remerciez
remercier,Participe,Participe Présent,,remerciant
remercier,Participe,Participe Passé,ms,remercié
remercier,Participe,Participe Passé,mp,remerciés
remercier,Participe,Participe Passé,fs,remerciée
remercier,Participe,Participe Passé,fp,remerciées
étrangler,Infinitif,Infinitif Présent,,étrangler
étrangler,Indicatif,Présent,1s,étrangle
étrangler,Indicatif,Présent,2s,étrangles
étrangler,Indicatif,Présent,3s,étrangle
étrangler,Indicatif,Présent,1p,étranglons
étrangler,Indicatif,Présent,2p,étranglez
étrangler,Indicatif,Présent,3p,étranglent
étrangler,Indicatif,Imparfait,1s,étranglais
étrangler,Indicatif,Imparfait,2s,étranglais
étrangler,Indicatif,Imparfait,3s,étranglait
étrangler,Indicatif,Imparfait,1p,étranglions
étrangler,Indicatif,Imparfait,2p,étrangliez
étrangler,Indicatif,Imparfait,3p,étranglaient
étrangler,Indicatif,Futur,1s,étranglerai
étrangler,Indicatif,Futur,2s,étrangleras
étrangler,Indicatif,Futur,3s,étranglera
étrangler,Indicatif,Futur,1p,étranglerons
étrangler,Indicatif,Futur,2p,étranglerez
étrangler,Indicatif,Futur,3p,étrangleront
étrangler,Indicatif,Passé Simple,1s,étranglai
étrangler,Indicatif,Passé Simple,2s,étranglas
étrangler,Indicatif,Passé Simple,3s,étrangla
étrangler,Indicatif,Passé Simple,1p,étranglâmes
étrangler,Indicatif,Passé Simple,2p,étranglâtes
étrangler,Indicatif,Passé Simple,3p,étranglèrent
étrangler,Conditionnel,Présent,1s,étranglerais
étrangler,Conditionnel,Présent,2s,étranglerais
étrangler,Conditionnel,Présent,3s,étranglerait
étrangler,Conditionnel,Présent,1p,étranglerions
étrangler,Conditionnel,Présent,2p,étrangleriez
étrangler,Conditionnel,Présent,3p,étrangleraient
étrangler,Subjonctif,Présent,1s,étrangle
étrangler,Subjonctif,Présent,2s,étrangles
étrangler,Subjonctif,Présent,3s,étrangle
étrangler,Subjonctif,Présent,1p,étranglions
étrangler,Subjonctif,Présent,2p,étrangliez
étrangler,Subjonctif,Présent,3p,étranglent
étrangler,Subjonctif,Imparfait,1s,étranglasse
étrangler,Subjonctif,Imparfait,2s,étranglasses
étrangler,Subjonctif,Imparfait,3s,étranglât
étrangler,Subjonctif,Imparfait,1p,étranglassions
étrangler,Subjonctif,Imparfait,2p,étranglassiez
étrangler,Subjonctif,Imparfait,3p,étranglassent
étrangler,Imperatif,Imperatif Présent,2s,étrangle
étrangler,Imperatif,Imperatif Présent,1p,étranglons
étrangler,Imperatif,Imperatif Présent,2p,étranglez
étrangler,Participe,Participe Présent,,étranglant
étrangler,Participe,Participe Passé,ms,étranglé
étrangler,Participe,Participe Passé,mp,étranglés
étrangler,Participe,Participe Passé,fs,étranglée
étrangler,Participe,Participe Passé,fp,étranglées
paraître,Infinitif,Infinitif Présent,,paraître
paraître,Indicatif,Présent,1s,parais
paraître,Indicatif,Présent,2s,parais
paraître,Indicatif,Présent,3s,paraît
paraître,Indicatif,Présent,1p,paraissons
paraître,Indicatif,Présent,2p,paraissez
paraître,Indicatif,Présent,3p,paraissent
paraître,Indicatif,Imparfait,1s,paraissais
paraître,Indicatif,Imparfait,2s,paraissais
paraître,Indicatif,Imparfait,3s,paraissait
paraître,Indicatif,Imparfait,1p,paraissions
paraître,Indicatif,Imparfait,2p,paraissiez
paraître,Indicatif,Imparfait,3p,paraissaient
paraître,Indicatif,Futur,1s,paraîtrai
paraître,Indicatif,Futur,2s,paraîtras
paraître,Indicatif,Futur,3s,paraîtra
paraître,Indicatif,Futur,1p,paraîtrons
paraître,Indicatif,Futur,2p,paraîtrez
paraître,Indicatif,Futur,3p,paraîtront
paraître,Indicatif,Passé Simple,1s,parus
paraître,Indicatif,Passé Simple,2s,parus
paraître,Indicatif,Passé Simple,3s,parut
paraître,Indicatif,Passé Simple,1p,parûmes
paraître,Indicatif,Passé Simple,2p,parûtes
paraître,Indicatif,Passé Simple,3p,parurent
paraître,Conditionnel,Présent,1s,paraîtrais
paraître,Conditionnel,Présent,2s,paraîtrais
paraître,Conditionnel,Présent,3s,paraîtrait
paraître,Conditionnel,Présent,1p,paraîtrions
paraître,Conditionnel,Présent,2p,paraîtriez
paraître,Conditionnel,Présent,3p,paraîtraient
paraître,Subjonctif,Présent,1s,paraisse
paraître,Subjonctif,Présent,2s,paraisses
paraître,Subjonctif,Présent,3s,paraisse
paraître,Subjonctif,Présent,1p,paraissions
paraître,Subjonctif,Présent,2p,paraissiez
paraître,Subjonctif,Présent,3p,paraissent
paraître,Subjonctif,Imparfait,1s,parusse
paraître,Subjonctif,Imparfait,2s,parusses
paraître,Subjonctif,Imparfait,3s,parût
paraître,Subjonctif,Imparfait,1p,parussions
paraître,Subjonctif,Imparfait,2p,parussiez
paraître,Subjonctif,Imparfait,3p,parussent
paraître,Imperatif,Imperatif Présent,2s,parais
paraître,Imperatif,Imperatif Présent,1p,paraissons
paraître,Imperatif,Imperatif Présent,2p,paraissez
paraître,Participe,Participe Présent,,paraissant
paraître,Participe,Participe Passé,ms,paru
paraître,Participe,Participe Passé,mp,parus
paraître,Participe,Participe Passé,fs,parue
paraître,Participe,Participe Passé,fp,parues
lever,Infinitif,Infinitif Présent,,lever
lever,Indicatif,Présent,1s,lève
lever,Indicatif,Présent,2s,lèves
lever,Indicatif,Présent,3s,lève
lever,Indicatif,Présent,1p,levons
lever,Indicatif,Présent,2p,levez
lever,Indicatif,Présent,3p,lèvent
lever,Indicatif,Imparfait,1s,levais
lever,Indicatif,Imparfait,2s,levais
lever,Indicatif,Imparfait,3s,levait
lever,Indicatif,Imparfait,1p,levions
lever,Indicatif,Imparfait,2p,leviez
lever,Indicatif,Imparfait,3p,levaient
lever,Indicatif,Futur,1s,lèverai
lever,Indicatif,Futur,2s,lèveras
lever,Indicatif,Futur,3s,lèvera
lever,Indicatif,Futur,1p,lèverons
lever,Indicatif,Futur,2p,lèverez
lever,Indicatif,Futur,3p,lèveront
lever,Indicatif,Passé Simple,1s,levai
lever,Indicatif,Passé Simple,2s,levas
lever,Indicatif,Passé Simple,3s,leva
lever,Indicatif,Passé Simple,1p,levâmes
lever,Indicatif,Passé Simple,2p,levâtes
lever,Indicatif,Passé Simple,3p,levèrent
lever,Conditionnel,Présent,1s,lèverais
lever,Conditionnel,Présent,2s,lèverais
lever,Conditionnel,Présent,3s,lèverait
lever,Conditionnel,Présent,1p,lèverions
lever,Conditionnel,Présent,2p,lèveriez
lever,Conditionnel,Présent,3p,lèveraient
lever,Subjonctif,Présent,1s,lève
lever,Subjonctif,Présent,2s,lèves
lever,Subjonctif,Présent,3s,lève
lever,Subjonctif,Présent,1p,levions
lever,Subjonctif,Présent,2p,leviez
lever,Subjonctif,Présent,3p,lèvent
lever,Subjonctif,Imparfait,1s,levasse
lever,Subjonctif,Imparfait,2s,levasses
lever,Subjonctif,Imparfait,3s,levât
lever,Subjonctif,Imparfait,1p,levassions
lever,Subjonctif,Imparfait,2p,levassiez
lever,Subjonctif,Imparfait,3p,levassent
lever,Imperatif,Imperatif Présent,2s,lève
lever,Imperatif,Imperatif Présent,1p,levons
lever,Imperatif,Imperatif Présent,2p,levez
lever,Participe,Participe Présent,,levant
lever,Participe,Participe Passé,ms,levé
lever,Participe,Participe Passé,mp,levés
lever,Participe,Participe Passé,fs,levée
lever,Participe,Participe Passé,fp,levées
suspecter,Infinitif,Infinitif Présent,,suspecter
suspecter,Indicatif,Présent,1s,suspecte
suspecter,Indicatif,Présent,2s,suspectes
suspecter,Indicatif,Présent,3s,suspecte
suspecter,Indicatif,Présent,1p,suspectons
suspecter,Indicatif,Présent,2p,suspectez
suspecter,Indicatif,Présent,3p,suspectent
suspecter,Indicatif,Imparfait,1s,suspectais
suspecter,Indicatif,Imparfait,2s,suspectais
suspecter,Indicatif,Imparfait,3s,suspectait
suspecter,Indicatif,Imparfait,1p,suspections
suspecter,Indicatif,Imparfait,2p,suspectiez
suspecter,Indicatif,Imparfait,3p,suspectaient
suspecter,Indicatif,Futur,1s,suspecterai
suspecter,Indicatif,Futur,2s,suspecteras
suspecter,Indicatif,Futur,3s,suspectera
suspecter,Indicatif,Futur,1p,suspecterons
suspecter,Indicatif,Futur,2p,suspecterez
suspecter,Indicatif,Futur,3p,suspecteront
suspecter,Indicatif,Passé Simple,1s,suspectai
suspecter,Indicatif,Passé Simple,2s,suspectas
suspecter,Indicatif,Passé Simple,3s,suspecta
suspecter,Indicatif,Passé Simple,1p,suspectâmes
suspecter,Indicatif,Passé Simple,2p,suspectâtes
suspecter,Indicatif,Passé Simple,3p,suspectèrent
suspecter,Conditionnel,Présent,1s,suspecterais
suspecter,Conditionnel,Présent,2s,suspecterais
suspecter,Conditionnel,Présent,3s,suspecterait
suspecter,Conditionnel,Présent,1p,suspecterions
suspecter,Conditionnel,Présent,2p,suspecteriez
suspecter,Conditionnel,Présent,3p,suspecteraient
suspecter,Subjonctif,Présent,1s,suspecte
suspecter,Subjonctif,Présent,2s,suspectes
suspecter,Subjonctif,Présent,3s,suspecte
suspecter,Subjonctif,Présent,1p,suspections
suspecter,Subjonctif,Présent,2p,suspectiez
suspecter,Subjonctif,Présent,3p,suspectent
suspecter,Subjonctif,Imparfait,1s,suspectasse
suspecter,Subjonctif,Imparfait,2s,suspectasses
suspecter,Subjonctif,Imparfait,3s,suspectât
suspecter,Subjonctif,Imparfait,1p,suspectassions
suspecter,Subjonctif,Imparfait,2p,suspectassiez
suspecter,Subjonctif,Imparfait,3p,suspectassent
suspecter,Imperatif,Imperatif Présent,2s,suspecte
suspecter,Imperatif,Imperatif Présent,1p,suspectons
suspecter,Imperatif,Imperatif Présent,2p,suspectez
suspecter,Participe,Participe Présent,,suspectant
suspecter,Participe,Participe Passé,ms,suspecté
suspecter,Participe,Participe Passé,mp,suspectés
suspecter,Participe,Participe Passé,fs,suspectée
suspecter,Participe,Participe Passé,fp,suspectées
bloquer,Infinitif,Infinitif Présent,,bloquer
bloquer,Indicatif,Présent,1s,bloque
bloquer,Indicatif,Présent,2s,bloques
bloquer,Indicatif,Présent,3s,bloque
bloquer,Indicatif,Présent,1p,bloquons
bloquer,Indicatif,Présent,2p,bloquez
bloquer,Indicatif,Présent,3p,bloquent
bloquer,Indicatif,Imparfait,1s,bloquais
bloquer,Indicatif,Imparfait,2s,bloquais
bloquer,Indicatif,Imparfait,3s,bloquait
bloquer,Indicatif,Imparfait,1p,bloquions
bloquer,Indicatif,Imparfait,2p,bloquiez
bloquer,Indicatif,Imparfait,3p,bloquaient
bloquer,Indicatif,Futur,1s,bloquerai
bloquer,Indicatif,Futur,2s,bloqueras
bloquer,Indicatif,Futur,3s,bloquera
bloquer,Indicatif,Futur,1p,bloquerons
bloquer,Indicatif,Futur,2p,bloquerez
bloquer,Indicatif,Futur,3p,bloqueront
bloquer,Indicatif,Passé Simple,1s,bloquai
bloquer,Indicatif,Passé Simple,2s,bloquas
bloquer,Indicatif,Passé Simple,3s,bloqua
bloquer,Indicatif,Passé Simple,1p,bloquâmes
bloquer,Indicatif,Passé Simple,2p,bloquâtes
bloquer,Indicatif,Passé Simple,3p,bloquèrent
bloquer,Conditionnel,Présent,1s,bloquerais
bloquer,Conditionnel,Présent,2s,bloquerais
bloquer,Conditionnel,Présent,3s,bloquerait
bloquer,Conditionnel,Présent,1p,bloquerions
bloquer,Conditionnel,Présent,2p,bloqueriez
bloquer,Conditionnel,Présent,3p,bloqueraient
bloquer,Subjonctif,Présent,1s,bloque
bloquer,Subjonctif,Présent,2s,bloques
bloquer,Subjonctif,Présent,3s,bloque
bloquer,Subjonctif,Présent,1p,bloquions
bloquer,Subjonctif,Présent,2p,bloquiez
bloquer,Subjonctif,Présent,3p,bloquent
bloquer,Subjonctif,Imparfait,1s,bloquasse
bloquer,Subjonctif,Imparfait,2s,bloquasses
bloquer,Subjonctif,Imparfait,3s,bloquât
bloquer,Subjonctif,Imparfait,1p,bloquassions
bloquer,Subjonctif,Imparfait,2p,bloquassiez
bloquer,Subjonctif,Imparfait,3p,bloquassent
bloquer,Imperatif,Imperatif Présent,2s,bloque
bloquer,Imperatif,Imperatif Présent,1p,bloquons
bloquer,Imperatif,Imperatif Présent,2p,bloquez
bloquer,Participe,Participe Présent,,bloquant
bloquer,Participe,Participe Passé,ms,bloqué
bloquer,Participe,Participe Passé,mp,bloqués
bloquer,Participe,Participe Passé,fs,bloquée
bloquer,Participe,Participe Passé,fp,bloquées
impregner,Infinitif,Infinitif Présent,,impregner
impregner,Indicatif,Présent,1s,impregne
impregner,Indicatif,Présent,2s,impregnes
impregner,Indicatif,Présent,3s,impregne
impregner,Indicatif,Présent,1p,impregnons
impregner,Indicatif,Présent,2p,impregnez
impregner,Indicatif,Présent,3p,impregnent
impregner,Indicatif,Imparfait,1s,impregnais
impregner,Indicatif,Imparfait,2s,impregnais
impregner,Indicatif,Imparfait,3s,impregnait
impregner,Indicatif,Imparfait,1p,impregnions
impregner,Indicatif,Imparfait,2p,impregniez
impregner,Indicatif,Imparfait,3p,impregnaient
impregner,Indicatif,Futur,1s,impregnerai
impregner,Indicatif,Futur,2s,impregneras
impregner,Indicatif,Futur,3s,impregnera
impregner,Indicatif,Futur,1p,impregnerons
impregner,Indicatif,Futur,2p,impregnerez
impregner,Indicatif,Futur,3p,impregneront
impregner,Indicatif,Passé Simple,1s,impregnai
impregner,Indicatif,Passé Simple,2s,impregnas
impregner,Indicatif,Passé Simple,3s,impregna
impregner,Indicatif,Passé Simple,1p,impregnâmes
impregner,Indicatif,Passé Simple,2p,impregnâtes
impregner,Indicatif,Passé Simple,3p,impregnèrent
impregner,Conditionnel,Présent,1s,impregnerais
impregner,Conditionnel,Présent,2s,impregnerais
impregner,Conditionnel,Présent,3s,impregnerait
impregner,Conditionnel,Présent,1p,impregnerions
impregner,Conditionnel,Présent,2p,impregneriez
impregner,Conditionnel,Présent,3p,impregneraient
impregner,Subjonctif,Présent,1s,impregne
impregner,Subjonctif,Présent,2s,impregnes
impregner,Subjonctif,Présent,3s,impregne
impregner,Subjonctif,Présent,1p,impregnions
impregner,Subjonctif,Présent,2p,impregniez
impregner,Subjonctif,Présent,3p,impregnent
impregner,Subjonctif,Imparfait,1s,impregnasse
impregner,Subjonctif,Imparfait,2s,impregnasses
impregner,Subjonctif,Imparfait,3s,impregnât
impregner,Subjonctif,Imparfait,1p,impregnassions
impregner,Subjonctif,Imparfait,2p,impregnassiez
impregner,Subjonctif,Imparfait,3p,impregnassent
impregner,Imperatif,Imperatif Présent,2s,impregne
impregner,Imperatif,Imperatif Présent,1p,impregnons
impregner,Imperatif,Imperatif Présent,2p,impregnez
impregner,Participe,Participe Présent,,impregnant
impregner,Participe,Participe Passé,ms,impregné
impregner,Participe,Participe Passé,mp,impregnés
impregner,Participe,Participe Passé,fs,impregnée
impregner,Participe,Participe Passé,fp,impregnées
renseigner,Infinitif,Infinitif Présent,,renseigner
renseigner,Indicatif,Présent,1s,renseigne
renseigner,Indicatif,Présent,2s,renseignes
renseigner,Indicatif,Présent,3s,renseigne
renseigner,Indicatif,Présent,1p,renseignons
renseigner,Indicatif,Présent,2p,renseignez
renseigner,Indicatif,Présent,3p,renseignent
renseigner,Indicatif,Imparfait,1s,renseignais
renseigner,Indicatif,Imparfait,2s,renseignais
renseigner,Indicatif,Imparfait,3s,renseignait
renseigner,Indicatif,Imparfait,1p,renseignions
renseigner,Indicatif,Imparfait,2p,renseigniez
renseigner,Indicatif,Imparfait,3p,renseignaient
renseigner,Indicatif,Futur,1s,renseignerai
renseigner,Indicatif,Futur,2s,renseigneras
renseigner,Indicatif,Futur,3s,renseignera
renseigner,Indicatif,Futur,1p,renseignerons
renseigner,Indicatif,Futur,2p,renseignerez
renseigner,Indicatif,Futur,3p,renseigneront
renseigner,Indicatif,Passé Simple,1s,renseignai
renseigner,Indicatif,Passé Simple,2s,renseignas
renseigner,Indicatif,Passé Simple,3s,renseigna
renseigner,Indicatif,Passé Simple,1p,renseignâmes
renseigner,Indicatif,Passé Simple,2p,renseignâtes
renseigner,Indicatif,Passé Simple,3p,renseignèrent
renseigner,Conditionnel,Présent,1s,renseignerais
renseigner,Conditionnel,Présent,2s,renseignerais
renseigner,Conditionnel,Présent,3s,renseignerait
renseigner,Conditionnel,Présent,1p,renseignerions
renseigner,Conditionnel,Présent,2p,renseigneriez
renseigner,Conditionnel,Présent,3p,renseigneraient
renseigner,Subjonctif,Présent,1s,renseigne
renseigner,Subjonctif,Présent,2s,renseignes
renseigner,Subjonctif,Présent,3s,renseigne
renseigner,Subjonctif,Présent,1p,renseignions
renseigner,Subjonctif,Présent,2p,renseigniez
renseigner,Subjonctif,Présent,3p,renseignent
renseigner,Subjonctif,Imparfait,1s,renseignasse
renseigner,Subjonctif,Imparfait,2s,renseignasses
renseigner,Subjonctif,Imparfait,3s,renseignât
renseigner,Subjonctif,Imparfait,1p,renseignassions
renseigner,Subjonctif,Imparfait,2p,renseignassiez
renseigner,Subjonctif,Imparfait,3p,renseignassent
renseigner,Imperatif,Imperatif Présent,2s,renseigne
renseigner,Imperatif,Imperatif Présent,1p,renseignons
renseigner,Imperatif,Imperatif Présent,2p,renseignez
renseigner,Participe,Participe Présent,,renseignant
renseigner,Participe,Participe Passé,ms,renseigné
renseigner,Participe,Participe Passé,mp,renseignés
renseigner,Participe,Participe Passé,fs,renseignée
renseigner,Participe,Participe Passé,fp,renseignées
sécuriser,Infinitif,Infinitif Présent,,sécuriser
sécuriser,Indicatif,Présent,1s,sécurise
sécuriser,Indicatif,Présent,2s,sécurises
sécuriser,Indicatif,Présent,3s,sécurise
sécuriser,Indicatif,Présent,1p,sécurisons
sécuriser,Indicatif,Présent,2p,sécurisez
sécuriser,Indicatif,Présent,3p,sécurisent
sécuriser,Indicatif,Imparfait,1s,sécurisais
sécuriser,Indicatif,Imparfait,2s,sécurisais
sécuriser,Indicatif,Imparfait,3s,sécurisait
sécuriser,Indicatif,Imparfait,1p,sécurisions
sécuriser,Indicatif,Imparfait,2p,sécurisiez
sécuriser,Indicatif,Imparfait,3p,sécurisaient
sécuriser,Indicatif,Futur,1s,sécuriserai
sécuriser,Indicatif,Futur,2s,sécuriseras
sécuriser,Indicatif,Futur,3s,sécurisera
sécuriser,Indicatif,Futur,1p,sécuriserons
sécuriser,Indicatif,Futur,2p,sécuriserez
sécuriser,Indicatif,Futur,3p,sécuriseront
sécuriser,Indicatif,Passé Simple,1s,sécurisai
sécuriser,Indicatif,Passé Simple,2s,sécurisas
sécuriser,Indicatif,Passé Simple,3s,sécurisa
sécuriser,Indicatif,Passé Simple,1p,sécurisâmes
sécuriser,Indicatif,Passé Simple,2p,sécurisâtes
sécuriser,Indicatif,Passé Simple,3p,sécurisèrent
sécuriser,Conditionnel,Présent,1s,sécuriserais
sécuriser,Conditionnel,Présent,2s,sécuriserais
sécuriser,Conditionnel,Présent,3s,sécuriserait
sécuriser,Conditionnel,Présent,1p,sécuriserions
sécuriser,Conditionnel,Présent,2p,sécuriseriez
sécuriser,Conditionnel,Présent,3p,sécuriseraient
sécuriser,Subjonctif,Présent,1s,sécurise
sécuriser,Subjonctif,Présent,2s,sécurises
sécuriser,Subjonctif,Présent,3s,sécurise
sécuriser,Subjonctif,Présent,1p,sécurisions
sécuriser,Subjonctif,Présent,2p,sécurisiez
sécuriser,Subjonctif,Présent,3p,sécurisent
sécuriser,Subjonctif,Imparfait,1s,sécurisasse
sécuriser,Subjonctif,Imparfait,2s,sécurisasses
sécuriser,Subjonctif,Imparfait,3s,sécurisât
sécuriser,Subjonctif,Imparfait,1p,sécurisassions
sécuriser,Subjonctif,Imparfait,2p,sécurisassiez
sécuriser,Subjonctif,Imparfait,3p,sécurisassent
sécuriser,Imperatif,Imperatif Présent,2s,sécurise
sécuriser,Imperatif,Imperatif Présent,1p,sécurisons
sécuriser,Imperatif,Imperatif Présent,2p,sécurisez
sécuriser,Participe,Participe Présent,,sécurisant
sécuriser,Participe,Participe Passé,ms,sécurisé
sécuriser,Participe,Participe Passé,mp,sécurisés
sécuriser,Participe,Participe Passé,fs,sécurisée
sécuriser,Participe,Participe Passé,fp,sécurisées
trouver,Infinitif,Infinitif Présent,,trouver
trouver,Indicatif,Présent,1s,trouve
trouver,Indicatif,Présent,2s,trouves
trouver,Indicatif,Présent,3s,trouve
trouver,Indicatif,Présent,1p,trouvons
trouver,Indicatif,Présent,2p,trouvez
trouver,Indicatif,Présent,3p,trouvent
trouver,Indicatif,Imparfait,1s,trouvais
trouver,Indicatif,Imparfait,2s,trouvais
trouver,Indicatif,Imparfait,3s,trouvait
trouver,Indicatif,Imparfait,1p,trouvions
trouver,Indicatif,Imparfait,2p,trouviez
trouver,Indicatif,Imparfait,3p,trouvaient
trouver,Indicatif,Futur,1s,trouverai
trouver,Indicatif,Futur,2s,trouveras
trouver,Indicatif,Futur,3s,trouvera
trouver,Indicatif,Futur,1p,trouverons
trouver,Indicatif,Futur,2p,trouverez
trouver,Indicatif,Futur,3p,trouveront
trouver,Indicatif,Passé Simple,1s,trouvai
trouver,Indicatif,Passé Simple,2s,trouvas
trouver,Indicatif,Passé Simple,3s,trouva
trouver,Indicatif,Passé Simple,1p,trouvâmes
