verb,mode,tense,person,term
surveiller,Infinitif,Infinitif Présent,,surveiller
surveiller,Indicatif,Présent,1s,surveille
surveiller,Indicatif,Présent,2s,surveilles
surveiller,Indicatif,Présent,3s,surveille
surveiller,Indicatif,Présent,1p,surveillons
surveiller,Indicatif,Présent,2p,surveillez
surveiller,Indicatif,Présent,3p,surveillent
surveiller,Indicatif,Imparfait,1s,surveillais
surveiller,Indicatif,Imparfait,2s,surveillais
surveiller,Indicatif,Imparfait,3s,surveillait
surveiller,Indicatif,Imparfait,1p,surveillions
surveiller,Indicatif,Imparfait,2p,surveilliez
surveiller,Indicatif,Imparfait,3p,surveillaient
surveiller,Indicatif,Futur,1s,surveillerai
surveiller,Indicatif,Futur,2s,surveilleras
surveiller,Indicatif,Futur,3s,surveillera
surveiller,Indicatif,Futur,1p,surveillerons
surveiller,Indicatif,Futur,2p,surveillerez
surveiller,Indicatif,Futur,3p,surveilleront
surveiller,Indicatif,Passé Simple,1s,surveillai
surveiller,Indicatif,Passé Simple,2s,surveillas
surveiller,Indicatif,Passé Simple,3s,surveilla
surveiller,Indicatif,Passé Simple,1p,surveillâmes
surveiller,Indicatif,Passé Simple,2p,surveillâtes
surveiller,Indicatif,Passé Simple,3p,surveillèrent
surveiller,Conditionnel,Présent,1s,surveillerais
surveiller,Conditionnel,Présent,2s,surveillerais
surveiller,Conditionnel,Présent,3s,surveillerait
surveiller,Conditionnel,Présent,1p,surveillerions
surveiller,Conditionnel,Présent,2p,surveilleriez
surveiller,Conditionnel,Présent,3p,surveilleraient
surveiller,Subjonctif,Présent,1s,surveille
surveiller,Subjonctif,Présent,2s,surveilles
surveiller,Subjonctif,Présent,3s,surveille
surveiller,Subjonctif,Présent,1p,surveillions
surveiller,Subjonctif,Présent,2p,surveilliez
surveiller,Subjonctif,Présent,3p,surveillent
surveiller,Subjonctif,Imparfait,1s,surveillasse
surveiller,Subjonctif,Imparfait,2s,surveillasses
surveiller,Subjonctif,Imparfait,3s,surveillât
surveiller,Subjonctif,Imparfait,1p,surveillassions
surveiller,Subjonctif,Imparfait,2p,surveillassiez
surveiller,Subjonctif,Imparfait,3p,surveillassent
surveiller,Imperatif,Imperatif Présent,2s,surveille
surveiller,Imperatif,Imperatif Présent,1p,surveillons
surveiller,Imperatif,Imperatif Présent,2p,surveillez
surveiller,Participe,Participe Présent,,surveillant
surveiller,Participe,Participe Passé,ms,surveillé
surveiller,Participe,Participe Passé,mp,surveillés
surveiller,Participe,Participe Passé,fs,surveillée
surveiller,Participe,Participe Passé,fp,surveillées
guider,Infinitif,Infinitif Présent,,guider
guider,Indicatif,Présent,1s,guide
guider,Indicatif,Présent,2s,guides
guider,Indicatif,Présent,3s,guide
guider,Indicatif,Présent,1p,guidons
guider,Indicatif,Présent,2p,guidez
guider,Indicatif,Présent,3p,guident
guider,Indicatif,Imparfait,1s,guidais
guider,Indicatif,Imparfait,2s,guidais
guider,Indicatif,Imparfait,3s,guidait
guider,Indicatif,Imparfait,1p,guidions
guider,Indicatif,Imparfait,2p,guidiez
guider,Indicatif,Imparfait,3p,guidaient
guider,Indicatif,Futur,1s,guiderai
guider,Indicatif,Futur,2s,guideras
guider,Indicatif,Futur,3s,guidera
guider,Indicatif,Futur,1p,guiderons
guider,Indicatif,Futur,2p,guiderez
guider,Indicatif,Futur,3p,guideront
guider,Indicatif,Passé Simple,1s,guidai
guider,Indicatif,Passé Simple,2s,guidas
guider,Indicatif,Passé Simple,3s,guida
guider,Indicatif,Passé Simple,1p,guidâmes
guider,Indicatif,Passé Simple,2p,guidâtes
guider,Indicatif,Passé Simple,3p,guidèrent
guider,Conditionnel,Présent,1s,guiderais
guider,Conditionnel,Présent,2s,guiderais
guider,Conditionnel,Présent,3s,guiderait
guider,Conditionnel,Présent,1p,guiderions
guider,Conditionnel,Présent,2p,guideriez
guider,Conditionnel,Présent,3p,guideraient
guider,Subjonctif,Présent,1s,guide
guider,Subjonctif,Présent,2s,guides
guider,Subjonctif,Présent,3s,guide
guider,Subjonctif,Présent,1p,guidions
guider,Subjonctif,Présent,2p,guidiez
guider,Subjonctif,Présent,3p,guident
guider,Subjonctif,Imparfait,1s,guidasse
guider,Subjonctif,Imparfait,2s,guidasses
guider,Subjonctif,Imparfait,3s,guidât
guider,Subjonctif,Imparfait,1p,guidassions
guider,Subjonctif,Imparfait,2p,guidassiez
guider,Subjonctif,Imparfait,3p,guidassent
guider,Imperatif,Imperatif Présent,2s,guide
guider,Imperatif,Imperatif Présent,1p,guidons
guider,Imperatif,Imperatif Présent,2p,guidez
guider,Participe,Participe Présent,,guidant
guider,Participe,Participe Passé,ms,guidé
guider,Participe,Participe Passé,mp,guidés
guider,Participe,Participe Passé,fs,guidée
guider,Participe,Participe Passé,fp,guidées
placer,Infinitif,Infinitif Présent,,placer
placer,Indicatif,Présent,1s,place
placer,Indicatif,Présent,2s,places
placer,Indicatif,Présent,3s,place
placer,Indicatif,Présent,1p,plaçons
placer,Indicatif,Présent,2p,placez
placer,Indicatif,Présent,3p,placent
placer,Indicatif,Imparfait,1s,plaçais
placer,Indicatif,Imparfait,2s,plaçais
placer,Indicatif,Imparfait,3s,plaçait
placer,Indicatif,Imparfait,1p,placions
placer,Indicatif,Imparfait,2p,placiez
placer,Indicatif,Imparfait,3p,plaçaient
placer,Indicatif,Futur,1s,placerai
placer,Indicatif,Futur,2s,placeras
placer,Indicatif,Futur,3s,placera
placer,Indicatif,Futur,1p,placerons
placer,Indicatif,Futur,2p,placerez
placer,Indicatif,Futur,3p,placeront
placer,Indicatif,Passé Simple,1s,plaçai
placer,Indicatif,Passé Simple,2s,plaças
placer,Indicatif,Passé Simple,3s,plaça
placer,Indicatif,Passé Simple,1p,plaçâmes
placer,Indicatif,Passé Simple,2p,plaçâtes
placer,Indicatif,Passé Simple,3p,placèrent
placer,Conditionnel,Présent,1s,placerais
placer,Conditionnel,Présent,2s,placerais
placer,Conditionnel,Présent,3s,placerait
placer,Conditionnel,Présent,1p,placerions
placer,Conditionnel,Présent,2p,placeriez
placer,Conditionnel,Présent,3p,placeraient
placer,Subjonctif,Présent,1s,place
placer,Subjonctif,Présent,2s,places
placer,Subjonctif,Présent,3s,place
placer,Subjonctif,Présent,1p,placions
placer,Subjonctif,Présent,2p,placiez
placer,Subjonctif,Présent,3p,placent
placer,Subjonctif,Imparfait,1s,plaçasse
placer,Subjonctif,Imparfait,2s,plaçasses
placer,Subjonctif,Imparfait,3s,plaçât
placer,Subjonctif,Imparfait,1p,plaçassions
placer,Subjonctif,Imparfait,2p,plaçassiez
placer,Subjonctif,Imparfait,3p,plaçassent
placer,Imperatif,Imperatif Présent,2s,place
placer,Imperatif,Imperatif Présent,1p,plaçons
placer,Imperatif,Imperatif Présent,2p,placez
placer,Participe,Participe Présent,,plaçant
placer,Participe,Participe Passé,ms,placé
placer,Participe,Participe Passé,mp,placés
placer,Participe,Participe Passé,fs,placée
placer,Participe,Participe Passé,fp,placées
plier,Infinitif,Infinitif Présent,,plier
plier,Indicatif,Présent,1s,plie
plier,Indicatif,Présent,2s,plies
plier,Indicatif,Présent,3s,plie
plier,Indicatif,Présent,1p,plions
plier,Indicatif,Présent,2p,pliez
plier,Indicatif,Présent,3p,plient
plier,Indicatif,Imparfait,1s,pliais
plier,Indicatif,Imparfait,2s,pliais
plier,Indicatif,Imparfait,3s,pliait
plier,Indicatif,Imparfait,1p,pliions
plier,Indicatif,Imparfait,2p,pliiez
plier,Indicatif,Imparfait,3p,pliaient
plier,Indicatif,Futur,1s,plierai
plier,Indicatif,Futur,2s,plieras
plier,Indicatif,Futur,3s,pliera
plier,Indicatif,Futur,1p,plierons
plier,Indicatif,Futur,2p,plierez
plier,Indicatif,Futur,3p,plieront
plier,Indicatif,Passé Simple,1s,pliai
plier,Indicatif,Passé Simple,2s,plias
plier,Indicatif,Passé Simple,3s,plia
plier,Indicatif,Passé Simple,1p,pliâmes
plier,Indicatif,Passé Simple,2p,pliâtes
plier,Indicatif,Passé Simple,3p,plièrent
plier,Conditionnel,Présent,1s,plierais
plier,Conditionnel,Présent,2s,plierais
plier,Conditionnel,Présent,3s,plierait
plier,Conditionnel,Présent,1p,plierions
plier,Conditionnel,Présent,2p,plieriez
plier,Conditionnel,Présent,3p,plieraient
plier,Subjonctif,Présent,1s,plie
plier,Subjonctif,Présent,2s,plies
plier,Subjonctif,Présent,3s,plie
plier,Subjonctif,Présent,1p,pliions
plier,Subjonctif,Présent,2p,pliiez
plier,Subjonctif,Présent,3p,plient
plier,Subjonctif,Imparfait,1s,pliasse
plier,Subjonctif,Imparfait,2s,pliasses
plier,Subjonctif,Imparfait,3s,pliât
plier,Subjonctif,Imparfait,1p,pliassions
plier,Subjonctif,Imparfait,2p,pliassiez
plier,Subjonctif,Imparfait,3p,pliassent
plier,Imperatif,Imperatif Présent,2s,plie
plier,Imperatif,Imperatif Présent,1p,plions
plier,Imperatif,Imperatif Présent,2p,pliez
plier,Participe,Participe Présent,,pliant
plier,Participe,Participe Passé,ms,plié
plier,Participe,Participe Passé,mp,pliés
plier,Participe,Participe Passé,fs,pliée
plier,Participe,Participe Passé,fp,pliées
muter,Infinitif,Infinitif Présent,,muter
muter,Indicatif,Présent,1s,mute
muter,Indicatif,Présent,2s,mutes
muter,Indicatif,Présent,3s,mute
muter,Indicatif,Présent,1p,mutons
muter,Indicatif,Présent,2p,mutez
muter,Indicatif,Présent,3p,mutent
muter,Indicatif,Imparfait,1s,mutais
muter,Indicatif,Imparfait,2s,mutais
muter,Indicatif,Imparfait,3s,mutait
muter,Indicatif,Imparfait,1p,mutions
muter,Indicatif,Imparfait,2p,mutiez
muter,Indicatif,Imparfait,3p,mutaient
muter,Indicatif,Futur,1s,muterai
muter,Indicatif,Futur,2s,muteras
muter,Indicatif,Futur,3s,mutera
muter,Indicatif,Futur,1p,muterons
muter,Indicatif,Futur,2p,muterez
muter,Indicatif,Futur,3p,muteront
muter,Indicatif,Passé Simple,1s,mutai
muter,Indicatif,Passé Simple,2s,mutas
muter,Indicatif,Passé Simple,3s,muta
muter,Indicatif,Passé Simple,1p,mutâmes
muter,Indicatif,Passé Simple,2p,mutâtes
muter,Indicatif,Passé Simple,3p,mutèrent
muter,Conditionnel,Présent,1s,muterais
muter,Conditionnel,Présent,2s,muterais
muter,Conditionnel,Présent,3s,muterait
muter,Conditionnel,Présent,1p,muterions
muter,Conditionnel,Présent,2p,muteriez
muter,Conditionnel,Présent,3p,muteraient
muter,Subjonctif,Présent,1s,mute
muter,Subjonctif,Présent,2s,mutes
muter,Subjonctif,Présent,3s,mute
muter,Subjonctif,Présent,1p,mutions
muter,Subjonctif,Présent,2p,mutiez
muter,Subjonctif,Présent,3p,mutent
muter,Subjonctif,Imparfait,1s,mutasse
muter,Subjonctif,Imparfait,2s,mutasses
muter,Subjonctif,Imparfait,3s,mutât
muter,Subjonctif,Imparfait,1p,mutassions
muter,Subjonctif,Imparfait,2p,mutassiez
muter,Subjonctif,Imparfait,3p,mutassent
muter,Imperatif,Imperatif Présent,2s,mute
muter,Imperatif,Imperatif Présent,1p,mutons
muter,Imperatif,Imperatif Présent,2p,mutez
muter,Participe,Participe Présent,,mutant
muter,Participe,Participe Passé,ms,muté
muter,Participe,Participe Passé,mp,mutés
muter,Participe,Participe Passé,fs,mutée
muter,Participe,Participe Passé,fp,mutées
objectiver,Infinitif,Infinitif Présent,,objectiver
objectiver,Indicatif,Présent,1s,objective
objectiver,Indicatif,Présent,2s,objectives
objectiver,Indicatif,Présent,3s,objective
objectiver,Indicatif,Présent,1p,objectivons
objectiver,Indicatif,Présent,2p,objectivez
objectiver,Indicatif,Présent,3p,objectivent
objectiver,Indicatif,Imparfait,1s,objectivais
objectiver,Indicatif,Imparfait,2s,objectivais
objectiver,Indicatif,Imparfait,3s,objectivait
objectiver,Indicatif,Imparfait,1p,objectivions
objectiver,Indicatif,Imparfait,2p,objectiviez
objectiver,Indicatif,Imparfait,3p,objectivaient
objectiver,Indicatif,Futur,1s,objectiverai
objectiver,Indicatif,Futur,2s,objectiveras
objectiver,Indicatif,Futur,3s,objectivera
objectiver,Indicatif,Futur,1p,objectiverons
objectiver,Indicatif,Futur,2p,objectiverez
objectiver,Indicatif,Futur,3p,objectiveront
objectiver,Indicatif,Passé Simple,1s,objectivai
objectiver,Indicatif,Passé Simple,2s,objectivas
objectiver,Indicatif,Passé Simple,3s,objectiva
objectiver,Indicatif,Passé Simple,1p,objectivâmes
objectiver,Indicatif,Passé Simple,2p,objectivâtes
objectiver,Indicatif,Passé Simple,3p,objectivèrent
objectiver,Conditionnel,Présent,1s,objectiverais
objectiver,Conditionnel,Présent,2s,objectiverais
objectiver,Conditionnel,Présent,3s,objectiverait
objectiver,Conditionnel,Présent,1p,objectiverions
objectiver,Conditionnel,Présent,2p,objectiveriez
objectiver,Conditionnel,Présent,3p,objectiveraient
objectiver,Subjonctif,Présent,1s,objective
objectiver,Subjonctif,Présent,2s,objectives
objectiver,Subjonctif,Présent,3s,objective
objectiver,Subjonctif,Présent,1p,objectivions
objectiver,Subjonctif,Présent,2p,objectiviez
objectiver,Subjonctif,Présent,3p,objectivent
objectiver,Subjonctif,Imparfait,1s,objectivasse
objectiver,Subjonctif,Imparfait,2s,objectivasses
objectiver,Subjonctif,Imparfait,3s,objectivât
objectiver,Subjonctif,Imparfait,1p,objectivassions
objectiver,Subjonctif,Imparfait,2p,objectivassiez
objectiver,Subjonctif,Imparfait,3p,objectivassent
objectiver,Imperatif,Imperatif Présent,2s,objective
objectiver,Imperatif,Imperatif Présent,1p,objectivons
objectiver,Imperatif,Imperatif Présent,2p,objectivez
objectiver,Participe,Participe Présent,,objectivant
objectiver,Participe,Participe Passé,ms,objectivé
objectiver,Participe,Participe Passé,mp,objectivés
objectiver,Participe,Participe Passé,fs,objectivée
objectiver,Participe,Participe Passé,fp,objectivées
meteoriser,Infinitif,Infinitif Présent,,meteoriser
meteoriser,Indicatif,Présent,1s,meteorise
meteoriser,Indicatif,Présent,2s,meteorises
meteoriser,Indicatif,Présent,3s,meteorise
meteoriser,Indicatif,Présent,1p,meteorisons
meteoriser,Indicatif,Présent,2p,meteorisez
meteoriser,Indicatif,Présent,3p,meteorisent
meteoriser,Indicatif,Imparfait,1s,meteorisais
meteoriser,Indicatif,Imparfait,2s,meteorisais
meteoriser,Indicatif,Imparfait,3s,meteorisait
meteoriser,Indicatif,Imparfait,1p,meteorisions
meteoriser,Indicatif,Imparfait,2p,meteorisiez
meteoriser,Indicatif,Imparfait,3p,meteorisaient
meteoriser,Indicatif,Futur,1s,meteoriserai
meteoriser,Indicatif,Futur,2s,meteoriseras
meteoriser,Indicatif,Futur,3s,meteorisera
meteoriser,Indicatif,Futur,1p,meteoriserons
meteoriser,Indicatif,Futur,2p,meteoriserez
meteoriser,Indicatif,Futur,3p,meteoriseront
meteoriser,Indicatif,Passé Simple,1s,meteorisai
meteoriser,Indicatif,Passé Simple,2s,meteorisas
meteoriser,Indicatif,Passé Simple,3s,meteorisa
meteoriser,Indicatif,Passé Simple,1p,meteorisâmes
meteoriser,Indicatif,Passé Simple,2p,meteorisâtes
meteoriser,Indicatif,Passé Simple,3p,meteorisèrent
meteoriser,Conditionnel,Présent,1s,meteoriserais
meteoriser,Conditionnel,Présent,2s,meteoriserais
meteoriser,Conditionnel,Présent,3s,meteoriserait
meteoriser,Conditionnel,Présent,1p,meteoriserions
meteoriser,Conditionnel,Présent,2p,meteoriseriez
meteoriser,Conditionnel,Présent,3p,meteoriseraient
meteoriser,Subjonctif,Présent,1s,meteorise
meteoriser,Subjonctif,Présent,2s,meteorises
meteoriser,Subjonctif,Présent,3s,meteorise
meteoriser,Subjonctif,Présent,1p,meteorisions
meteoriser,Subjonctif,Présent,2p,meteorisiez
meteoriser,Subjonctif,Présent,3p,meteorisent
meteoriser,Subjonctif,Imparfait,1s,meteorisasse
meteoriser,Subjonctif,Imparfait,2s,meteorisasses
meteoriser,Subjonctif,Imparfait,3s,meteorisât
meteoriser,Subjonctif,Imparfait,1p,meteorisassions
meteoriser,Subjonctif,Imparfait,2p,meteorisassiez
meteoriser,Subjonctif,Imparfait,3p,meteorisassent
meteoriser,Imperatif,Imperatif Présent,2s,meteorise
meteoriser,Imperatif,Imperatif Présent,1p,meteorisons
meteoriser,Imperatif,Imperatif Présent,2p,meteorisez
meteoriser,Participe,Participe Présent,,meteorisant
meteoriser,Participe,Participe Passé,ms,meteorisé
meteoriser,Participe,Participe Passé,mp,meteorisés
meteoriser,Participe,Participe Passé,fs,meteorisée
meteoriser,Participe,Participe Passé,fp,meteorisées
sentir,Infinitif,Infinitif Présent,,sentir
sentir,Indicatif,Présent,1s,sens
sentir,Indicatif,Présent,2s,sens
sentir,Indicatif,Présent,3s,sent
sentir,Indicatif,Présent,1p,sentons
sentir,Indicatif,Présent,2p,sentez
sentir,Indicatif,Présent,3p,sentent
sentir,Indicatif,Imparfait,1s,sentais
sentir,Indicatif,Imparfait,2s,sentais
sentir,Indicatif,Imparfait,3s,sentait
sentir,Indicatif,Imparfait,1p,sentions
sentir,Indicatif,Imparfait,2p,sentiez
sentir,Indicatif,Imparfait,3p,sentaient
sentir,Indicatif,Futur,1s,sentirai
sentir,Indicatif,Futur,2s,sentiras
sentir,Indicatif,Futur,3s,sentira
sentir,Indicatif,Futur,1p,sentirons
sentir,Indicatif,Futur,2p,sentirez
sentir,Indicatif,Futur,3p,sentiront
sentir,Indicatif,Passé Simple,1s,sentis
sentir,Indicatif,Passé Simple,2s,sentis
sentir,Indicatif,Passé Simple,3s,sentit
sentir,Indicatif,Passé Simple,1p,sentîmes
sentir,Indicatif,Passé Simple,2p,sentîtes
sentir,Indicatif,Passé Simple,3p,sentirent
sentir,Conditionnel,Présent,1s,sentirais
sentir,Conditionnel,Présent,2s,sentirais
sentir,Conditionnel,Présent,3s,sentirait
sentir,Conditionnel,Présent,1p,sentirions
sentir,Conditionnel,Présent,2p,sentiriez
sentir,Conditionnel,Présent,3p,sentiraient
sentir,Subjonctif,Présent,1s,sente
sentir,Subjonctif,Présent,2s,sentes
sentir,Subjonctif,Présent,3s,sente
sentir,Subjonctif,Présent,1p,sentions
sentir,Subjonctif,Présent,2p,sentiez
sentir,Subjonctif,Présent,3p,sentent
sentir,Subjonctif,Imparfait,1s,sentisse
sentir,Subjonctif,Imparfait,2s,sentisses
sentir,Subjonctif,Imparfait,3s,sentît
sentir,Subjonctif,Imparfait,1p,sentissions
sentir,Subjonctif,Imparfait,2p,sentissiez
sentir,Subjonctif,Imparfait,3p,sentissent
sentir,Imperatif,Imperatif Présent,2s,sens
sentir,Imperatif,Imperatif Présent,1p,sentons
sentir,Imperatif,Imperatif Présent,2p,sentez
sentir,Participe,Participe Présent,,sentant
sentir,Participe,Participe Passé,ms,senti
sentir,Participe,Participe Passé,mp,sentis
sentir,Participe,Participe Passé,fs,sentie
sentir,Participe,Participe Passé,fp,senties
aller,Infinitif,Infinitif Présent,,aller
aller,Indicatif,Présent,1s,vais
aller,Indicatif,Présent,2s,vas
aller,Indicatif,Présent,3s,va
aller,Indicatif,Présent,1p,allons
aller,Indicatif,Présent,2p,allez
aller,Indicatif,Présent,3p,vont
aller,Indicatif,Imparfait,1s,allais
aller,Indicatif,Imparfait,2s,allais
aller,Indicatif,Imparfait,3s,allait
aller,Indicatif,Imparfait,1p,allions
aller,Indicatif,Imparfait,2p,alliez
aller,Indicatif,Imparfait,3p,allaient
aller,Indicatif,Futur,1s,irai
aller,Indicatif,Futur,2s,iras
aller,Indicatif,Futur,3s,ira
aller,Indicatif,Futur,1p,irons
aller,Indicatif,Futur,2p,irez
aller,Indicatif,Futur,3p,iront
aller,Indicatif,Passé Simple,1s,allai
aller,Indicatif,Passé Simple,2s,allas
aller,Indicatif,Passé Simple,3s,alla
aller,Indicatif,Passé Simple,1p,allâmes
aller,Indicatif,Passé Simple,2p,allâtes
aller,Indicatif,Passé Simple,3p,allèrent
aller,Conditionnel,Présent,1s,irais
aller,Conditionnel,Présent,2s,irais
aller,Conditionnel,Présent,3s,irait
aller,Conditionnel,Présent,1p,irions
aller,Conditionnel,Présent,2p,iriez
aller,Conditionnel,Présent,3p,iraient
aller,Subjonctif,Présent,1s,aille
aller,Subjonctif,Présent,2s,ailles
aller,Subjonctif,Présent,3s,aille
aller,Subjonctif,Présent,1p,allions
aller,Subjonctif,Présent,2p,alliez
aller,Subjonctif,Présent,3p,aillent
aller,Subjonctif,Imparfait,1s,allasse
aller,Subjonctif,Imparfait,2s,allasses
aller,Subjonctif,Imparfait,3s,allât
aller,Subjonctif,Imparfait,1p,allassions
aller,Subjonctif,Imparfait,2p,allassiez
aller,Subjonctif,Imparfait,3p,allassent
aller,Imperatif,Imperatif Présent,2s,va
aller,Imperatif,Imperatif Présent,1p,allons
aller,Imperatif,Imperatif Présent,2p,allez
aller,Participe,Participe Présent,,allant
aller,Participe,Participe Passé,ms,allé
aller,Participe,Participe Passé,mp,allés
aller,Participe,Participe Passé,fs,allée
aller,Participe,Participe Passé,fp,allées
palper,Infinitif,Infinitif Présent,,palper
palper,Indicatif,Présent,1s,palpe
palper,Indicatif,Présent,2s,palpes
palper,Indicatif,Présent,3s,palpe
palper,Indicatif,Présent,1p,palpons
palper,Indicatif,Présent,2p,palpez
palper,Indicatif,Présent,3p,palpent
palper,Indicatif,Imparfait,1s,palpais
palper,Indicatif,Imparfait,2s,palpais
palper,Indicatif,Imparfait,3s,palpait
palper,Indicatif,Imparfait,1p,palpions
palper,Indicatif,Imparfait,2p,palpiez
palper,Indicatif,Imparfait,3p,palpaient
palper,Indicatif,Futur,1s,palperai
palper,Indicatif,Futur,2s,palperas
palper,Indicatif,Futur,3s,palpera
palper,Indicatif,Futur,1p,palperons
palper,Indicatif,Futur,2p,palperez
palper,Indicatif,Futur,3p,palperont
palper,Indicatif,Passé Simple,1s,palpai
palper,Indicatif,Passé Simple,2s,palpas
palper,Indicatif,Passé Simple,3s,palpa
palper,Indicatif,Passé Simple,1p,palpâmes
palper,Indicatif,Passé Simple,2p,palpâtes
palper,Indicatif,Passé Simple,3p,palpèrent
palper,Conditionnel,Présent,1s,palperais
palper,Conditionnel,Présent,2s,palperais
palper,Conditionnel,Présent,3s,palperait
palper,Conditionnel,Présent,1p,palperions
palper,Conditionnel,Présent,2p,palperiez
palper,Conditionnel,Présent,3p,palperaient
palper,Subjonctif,Présent,1s,palpe
palper,Subjonctif,Présent,2s,palpes
palper,Subjonctif,Présent,3s,palpe
palper,Subjonctif,Présent,1p,palpions
palper,Subjonctif,Présent,2p,palpiez
palper,Subjonctif,Présent,3p,palpent
palper,Subjonctif,Imparfait,1s,palpasse
palper,Subjonctif,Imparfait,2s,palpasses
palper,Subjonctif,Imparfait,3s,palpât
palper,Subjonctif,Imparfait,1p,palpassions
palper,Subjonctif,Imparfait,2p,palpassiez
palper,Subjonctif,Imparfait,3p,palpassent
palper,Imperatif,Imperatif Présent,2s,palpe
palper,Imperatif,Imperatif Présent,1p,palpons
palper,Imperatif,Imperatif Présent,2p,palpez
palper,Participe,Participe Présent,,palpant
palper,Participe,Participe Passé,ms,palpé
palper,Participe,Participe Passé,mp,palpés
palper,Participe,Participe Passé,fs,palpée
palper,Participe,Participe Passé,fp,palpées
rencontrer,Infinitif,Infinitif Présent,,rencontrer
rencontrer,Indicatif,Présent,1s,rencontre
rencontrer,Indicatif,Présent,2s,rencontres
rencontrer,Indicatif,Présent,3s,rencontre
rencontrer,Indicatif,Présent,1p,rencontrons
rencontrer,Indicatif,Présent,2p,rencontrez
rencontrer,Indicatif,Présent,3p,rencontrent
rencontrer,Indicatif,Imparfait,1s,rencontrais
rencontrer,Indicatif,Imparfait,2s,rencontrais
rencontrer,Indicatif,Imparfait,3s,rencontrait
rencontrer,Indicatif,Imparfait,1p,rencontrions
rencontrer,Indicatif,Imparfait,2p,rencontriez
rencontrer,Indicatif,Imparfait,3p,rencontraient
rencontrer,Indicatif,Futur,1s,rencontrerai
rencontrer,Indicatif,Futur,2s,rencontreras
rencontrer,Indicatif,Futur,3s,rencontrera
rencontrer,Indicatif,Futur,1p,rencontrerons
rencontrer,Indicatif,Futur,2p,rencontrerez
rencontrer,Indicatif,Futur,3p,rencontreront
rencontrer,Indicatif,Passé Simple,1s,rencontrai
rencontrer,Indicatif,Passé Simple,2s,rencontras
rencontrer,Indicatif,Passé Simple,3s,rencontra
rencontrer,Indicatif,Passé Simple,1p,rencontrâmes
rencontrer,Indicatif,Passé Simple,2p,rencontrâtes
rencontrer,Indicatif,Passé Simple,3p,rencontrèrent
rencontrer,Conditionnel,Présent,1s,rencontrerais
rencontrer,Conditionnel,Présent,2s,rencontrerais
rencontrer,Conditionnel,Présent,3s,rencontrerait
rencontrer,Conditionnel,Présent,1p,rencontrerions
rencontrer,Conditionnel,Présent,2p,rencontreriez
rencontrer,Conditionnel,Présent,3p,rencontreraient
rencontrer,Subjonctif,Présent,1s,rencontre
rencontrer,Subjonctif,Présent,2s,rencontres
rencontrer,Subjonctif,Présent,3s,rencontre
rencontrer,Subjonctif,Présent,1p,rencontrions
rencontrer,Subjonctif,Présent,2p,rencontriez
rencontrer,Subjonctif,Présent,3p,rencontrent
rencontrer,Subjonctif,Imparfait,1s,rencontrasse
rencontrer,Subjonctif,Imparfait,2s,rencontrasses
rencontrer,Subjonctif,Imparfait,3s,rencontrât
rencontrer,Subjonctif,Imparfait,1p,rencontrassions
rencontrer,Subjonctif,Imparfait,2p,rencontrassiez
rencontrer,Subjonctif,Imparfait,3p,rencontrassent
rencontrer,Imperatif,Imperatif Présent,2s,rencontre
rencontrer,Imperatif,Imperatif Présent,1p,rencontrons
rencontrer,Imperatif,Imperatif Présent,2p,rencontrez
rencontrer,Participe,Participe Présent,,rencontrant
rencontrer,Participe,Participe Passé,ms,rencontré
rencontrer,Participe,Participe Passé,mp,rencontrés
rencontrer,Participe,Participe Passé,fs,rencontrée
rencontrer,Participe,Participe Passé,fp,rencontrées
trasnfixer,Infinitif,Infinitif Présent,,trasnfixer
trasnfixer,Indicatif,Présent,1s,trasnfixe
trasnfixer,Indicatif,Présent,2s,trasnfixes
trasnfixer,Indicatif,Présent,3s,trasnfixe
trasnfixer,Indicatif,Présent,1p,trasnfixons
trasnfixer,Indicatif,Présent,2p,trasnfixez
trasnfixer,Indicatif,Présent,3p,trasnfixent
trasnfixer,Indicatif,Imparfait,1s,trasnfixais
trasnfixer,Indicatif,Imparfait,2s,trasnfixais
trasnfixer,Indicatif,Imparfait,3s,trasnfixait
trasnfixer,Indicatif,Imparfait,1p,trasnfixions
trasnfixer,Indicatif,Imparfait,2p,trasnfixiez
trasnfixer,Indicatif,Imparfait,3p,trasnfixaient
trasnfixer,Indicatif,Futur,1s,trasnfixerai
trasnfixer,Indicatif,Futur,2s,trasnfixeras
trasnfixer,Indicatif,Futur,3s,trasnfixera
trasnfixer,Indicatif,Futur,1p,trasnfixerons
trasnfixer,Indicatif,Futur,2p,trasnfixerez
trasnfixer,Indicatif,Futur,3p,trasnfixeront
trasnfixer,Indicatif,Passé Simple,1s,trasnfixai
trasnfixer,Indicatif,Passé Simple,2s,trasnfixas
trasnfixer,Indicatif,Passé Simple,3s,trasnfixa
trasnfixer,Indicatif,Passé Simple,1p,trasnfixâmes
trasnfixer,Indicatif,Passé Simple,2p,trasnfixâtes
trasnfixer,Indicatif,Passé Simple,3p,trasnfixèrent
trasnfixer,Conditionnel,Présent,1s,trasnfixerais
trasnfixer,Conditionnel,Présent,2s,trasnfixerais
trasnfixer,Conditionnel,Présent,3s,trasnfixerait
trasnfixer,Conditionnel,Présent,1p,trasnfixerions
trasnfixer,Conditionnel,Présent,2p,trasnfixeriez
trasnfixer,Conditionnel,Présent,3p,trasnfixeraient
